"id","tou_start","tou_end","rate","tariff_type","tariff_name","rate_units","charge_type_id","weekdays","tariff_group_id","start_date","end_date","loss_factor"
480,"12:00:00 AM","11:59:59 PM",7.2,"Network Tariff Component","PFIT Recovery Charge","CENTS_PER_DAY",NULL,"TRUE",69,"2014-01-01","2014-12-31",1
481,"12:00:00 AM","11:59:59 PM",7.2,"Network Tariff Component","PFIT Recovery Charge","CENTS_PER_DAY",NULL,"FALSE",14,"2014-01-01","2014-12-31",1
482,"07:00:00 AM","06:59:59 PM",2.387,"Network Tariff Component","Summer Peak Energy (c/kWh)","CENTS_PER_KWH",NULL,"TRUE",81,"2015-11-01","2016-03-31",1
483,"07:00:00 AM","06:59:59 PM",1.971,"Network Tariff Component","Non Summer Peak Energy (c/kWh)","CENTS_PER_KWH",NULL,"TRUE",9,"2016-04-01","2016-10-31",1
484,"07:00:00 PM","11:59:59 PM",1.025,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",NULL,"FALSE",67,"2016-01-01","2016-12-31",1
485,"07:00:00 PM","11:59:59 PM",1.025,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",NULL,"TRUE",67,"2016-01-01","2016-12-31",1
486,"12:00:00 AM","06:59:59 AM",1.025,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",NULL,"TRUE",67,"2016-01-01","2016-12-31",1
487,"07:00:00 AM","05:59:59 PM",17.09,"Network Tariff Component","Rolling Peak Demand c/kVA/day","CENTS_PER_KVA_PER_DAY",NULL,"TRUE",67,"2016-01-01","2016-12-31",1
488,"03:00:00 PM","04:59:59 PM",24.9,"Network Tariff Component","Summer Demand Incentive Charge c/kW/day or c/kVA/day","CENTS_PER_KVA_PER_DAY",NULL,"TRUE",81,"2015-11-01","2016-03-31",1
489,"12:00:00 AM","11:59:59 PM",7.2,"Network Tariff Component","PFIT Recovery Charge","CENTS_PER_DAY",NULL,"FALSE",67,"2016-01-01","2016-12-31",1
490,"12:00:00 AM","11:59:59 PM",7.2,"Network Tariff Component","PFIT Recovery Charge","CENTS_PER_DAY",NULL,"TRUE",67,"2016-01-01","2016-12-31",1
491,"07:00:00 AM","06:59:59 PM",2.36,"Network Tariff Component","Summer Peak Energy (c/kWh)","CENTS_PER_KWH",NULL,"TRUE",87,"2016-11-01","2017-03-31",1
492,"07:00:00 AM","06:59:59 PM",1.971,"Network Tariff Component","Non Summer Peak Energy (c/kWh)","CENTS_PER_KWH",NULL,"TRUE",12,"2017-04-01","2017-10-31",1
493,"07:00:00 PM","11:59:59 PM",1.095,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",NULL,"TRUE",4,"2017-01-01","2017-12-31",1
494,"12:00:00 AM","06:59:59 AM",0.999,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",NULL,"TRUE",14,"2014-01-01","2014-12-31",1
495,"12:00:00 AM","06:59:59 AM",1.095,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",NULL,"TRUE",4,"2017-01-01","2017-12-31",1
496,"12:00:00 AM","11:59:59 PM",1.095,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",NULL,"FALSE",4,"2017-01-01","2017-12-31",1
497,"07:00:00 AM","05:59:59 PM",17.511,"Network Tariff Component","Rolling Peak Demand c/kVA/day","CENTS_PER_KVA_PER_DAY",NULL,"TRUE",4,"2017-01-01","2017-12-31",1
498,"03:00:00 PM","04:59:59 PM",25.581,"Network Tariff Component","Summer Demand Incentive Charge c/kW/day or c/kVA/day","CENTS_PER_KVA_PER_DAY",NULL,"TRUE",87,"2016-11-01","2017-03-31",1
499,"12:00:00 AM","11:59:59 PM",7.2,"Network Tariff Component","PFIT Recovery Charge","CENTS_PER_DAY",NULL,"FALSE",4,"2017-01-01","2017-12-31",1
500,"12:00:00 AM","11:59:59 PM",7.2,"Network Tariff Component","PFIT Recovery Charge","CENTS_PER_DAY",NULL,"TRUE",4,"2017-01-01","2017-12-31",1
501,"flat rate","flat rate",0.2947,"Environmetal Charge","Environment Fee VEEC","CENTS_PER_KWH",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
502,"07:00:00 AM","08:59:59 AM",9.8524,"Retail Charges","NSW Peak","CENTS_PER_KWH",4,"TRUE",54,"2020-07-01","2021-07-01",1
503,"flat rate","flat rate",0.2421,"Environmental Schemes","NESC","CENTS_PER_KWH",85,"FALSE",54,"2020-07-01","2021-07-01",1
504,"flat rate","flat rate",0.2421,"Environmental Schemes","NESC","CENTS_PER_KWH",85,"TRUE",54,"2020-07-01","2021-07-01",1
508,"4:00:00 PM","8:00:00 PM",23,"Testing","Testing","CENTS_PER_KWH",4,"TRUE",111,"2017-07-01","2018-07-01",1
510,"flat rate","flat rate",0.9249,"Environmental Schemes","SRECs","CENTS_PER_KWH",8,"FALSE",109,"2019-01-01","2020-07-01",1.046
512,"flat rate","flat rate",0.5028,"Environmental Schemes","LRECs","CENTS_PER_KWH",5,"FALSE",109,"2019-01-01","2020-07-01",1.046
513,"flat rate","flat rate",0.2772,"Environmental Schemes","Greenpower (6%)","CENTS_PER_KWH",66,"TRUE",109,"2019-01-01","2020-07-01",1.046
514,"flat rate","flat rate",0.5028,"Environmental Schemes","LRECs","CENTS_PER_KWH",5,"TRUE",109,"2019-01-01","2020-07-01",1.046
515,"flat rate","flat rate",0.9249,"Environmental Schemes","SRECs","CENTS_PER_KWH",8,"TRUE",109,"2019-01-01","2020-07-01",1.046
516,"flat rate","flat rate",0.1966,"Environmental Schemes","NESC","CENTS_PER_KWH",85,"TRUE",109,"2019-01-01","2020-07-01",1.046
517,"10:00:00 PM","11:59:59 PM",6.7914,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"TRUE",109,"2019-01-01","2020-07-01",1.01755
518,"12:00:00 AM","06:59:59 AM",6.7914,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"TRUE",109,"2019-01-01","2020-07-01",1.01755
519,"12:00:00 AM","11:59:59 PM",6.7914,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"FALSE",109,"2019-01-01","2020-07-01",1.01755
521,"flat rate","flat rate",100,"Metering Charges","Principals Asset Dashboard Fee","CENTS_PER_MONTH",174,"TRUE",109,"2019-01-01","2020-07-01",1
523,"flat rate","flat rate",0.0368,"Market Operator Charges","AEMO Market Fee","CENTS_PER_KWH",7,"TRUE",109,"2019-01-01","2020-07-01",1.046
524,"flat rate","flat rate",0.1274,"Market Operator Charges","AEMO Ancilliary Fee","CENTS_PER_KWH",6,"TRUE",109,"2019-01-01","2020-07-01",1.046
525,"02:00:00 PM","07:59:59 PM",9.8369,"Retail Charges","NSW Peak","CENTS_PER_KWH",4,"TRUE",129,"2019-01-01","2020-07-01",1.01755
526,"07:00:00 AM","01:59:59 PM",9.8369,"Retail Charges","NSW Shoulder","CENTS_PER_KWH",62,"TRUE",129,"2019-01-01","2020-07-01",1.01755
527,"08:00:00 PM","09:59:59 PM",9.8369,"Retail Charges","NSW Shoulder","CENTS_PER_KWH",62,"TRUE",129,"2019-01-01","2020-07-01",1.01755
529,"12:00:00 AM","11:59:59 PM",1.1181,"Network Charges","EA305 - Off Peak","CENTS_PER_KWH",23,"FALSE",123,"2019-01-01","2020-07-01",1
530,"10:00:00 PM","11:59:59 PM",1.1181,"Network Charges","EA305 - Off Peak","CENTS_PER_KWH",23,"TRUE",123,"2019-01-01","2020-07-01",1
532,"12:00:00 AM","06:59:59 AM",1.1181,"Network Charges","EA305 - Off Peak","CENTS_PER_KWH",23,"TRUE",123,"2019-01-01","2020-07-01",1
533,"flat rate","flat rate",1652.3676,"Network Charges","EA305 - Supply Charge","CENTS_PER_DAY",14,"TRUE",123,"2019-01-01","2020-07-01",1
534,"flat rate","flat rate",1652.3676,"Network Charges","EA305 - Supply Charge","CENTS_PER_DAY",14,"FALSE",123,"2019-01-01","2020-07-01",1
535,"flat rate","flat rate",32.811,"Network Charges","EA305 - Capacity","CENTS_PER_KVA_PER_DAY",74,"FALSE",123,"2019-01-01","2020-07-01",1
536,"04:00:00 PM","07:59:59 PM",3.9541,"STOU High-season Peak","Peak","CENTS_PER_KWH",21,"TRUE",115,"2019-11-01","2020-03-01",1
537,"04:00:00 PM","07:59:59 PM",1003.45,"Network Energy Price","High-season","CENTS_PER_KVA_MONTH",72,"TRUE",115,"2019-11-01","2020-03-01",1
538,"04:00:00 PM","07:59:59 PM",3.3741,"Network Energy Price","STOU Low-season Peak","CENTS_PER_KWH",21,"TRUE",116,"2019-07-01","2019-11-01",1
539,"04:00:00 PM","07:59:59 PM",857.05,"Demand Charge","Low-season","CENTS_PER_KVA_MONTH",71,"TRUE",116,"2019-07-01","2019-11-01",1
542,"01:00:00 PM","07:59:59 PM",938.15,"Demand Charge","Low-season-1","CENTS_PER_KVA_MONTH",71,"TRUE",119,"2018-09-01","2018-10-01",1
543,"01:00:00 PM","07:59:59 PM",938.15,"Demand Charge","Low-season-2","CENTS_PER_KVA_MONTH",71,"TRUE",120,"2019-04-01","2019-05-01",1
544,"02:00:00 PM","07:59:59 PM",6.195,"Network Energy Price","Peak summer","CENTS_PER_KWH",4,"TRUE",121,"2019-11-01","2020-04-01",1
545,"flat rate","flat rate",32.811,"Network Capacity Price","Peak High Season-1","CENTS_PER_KVA_PER_DAY",25,"TRUE",121,"2019-11-01","2020-04-01",1
546,"05:00:00 PM","08:59:59 PM",6.195,"Network Energy Price","Peak winter","CENTS_PER_KWH",4,"TRUE",122,"2019-07-01","2019-09-01",1
547,"02:00:00 PM","07:59:59 PM",32.811,"Network Capacity Price","Peak High Season-2","CENTS_PER_KVA_PER_DAY",21,"TRUE",122,"2019-07-01","2019-09-01",1
548,"02:00:00 PM","07:59:59 PM",32.811,"Network Capacity Price","Peak Low Season-1","CENTS_PER_KVA_PER_DAY",31,"TRUE",124,"2022-04-01","2020-06-01",1
549,"02:00:00 PM","07:59:59 PM",32.811,"Network Capacity Price","Peak Low Season-2","CENTS_PER_KVA_PER_DAY",31,"TRUE",125,"2019-10-01","2019-12-01",1
550,"02:00:00 PM","07:59:59 PM",5.2847,"Network Energy Price","Peak summer","CENTS_PER_KWH",21,"TRUE",128,"2018-11-01","2019-04-01",1
552,"07:00:00 AM","02:00:00 PM",2.4197,"Network Energy Price","Shoulder-1","CENTS_PER_KWH",22,"TRUE",128,"2018-11-01","2019-04-01",1
553,"07:00:00 AM","02:00:00 PM",2.4197,"Network Energy Price","Shoulder-3","CENTS_PER_KWH",22,"TRUE",128,"2018-11-01","2019-04-01",1
554,"02:00:00 PM","07:59:59 PM",36.4566,"Network Capacity Price","Peak-1","CENTS_PER_KVA_PER_DAY",21,"TRUE",128,"2018-11-01","2019-04-01",1
556,"07:00:00 AM","01:59:59 PM",2.2747,"Network Energy Price","Shoulder","CENTS_PER_KWH",22,"TRUE",121,"2019-11-01","2020-04-01",1
557,"8:00:00 PM","09:59:59 PM",2.2747,"Network Energy Price","Shoulder","CENTS_PER_KWH",22,"TRUE",121,"2019-11-01","2020-04-01",1
560,"02:00:00 PM","07:59:59 PM",5.2847,"Network Energy Price","Peak winter","CENTS_PER_KWH",21,"TRUE",127,"2018-07-01","2018-09-01",1
561,"07:00:00 AM","01:59:59 PM",2.4197,"Network Energy Price","Shoulder-2","CENTS_PER_KWH",22,"TRUE",127,"2018-07-01","2018-09-01",1
562,"08:00:00 PM","09:59:59 PM",2.4197,"Network Energy Price","Shoulder-4","CENTS_PER_KWH",22,"TRUE",127,"2018-07-01","2018-09-01",1
563,"02:00:00 PM","07:59:59 PM",36.4566,"Network Capacity Price","Peak-2","CENTS_PER_KVA_PER_DAY",74,"TRUE",127,"2018-07-01","2018-09-01",1
564,"10:00:00 PM","11:59:59 PM",1.1047,"Network Energy Price","Off Peak","CENTS_PER_KWH",23,"TRUE",127,"2018-07-01","2018-09-01",1
565,"12:00:00 AM","06:59:59 AM",1.1047,"Network Energy Price","Off Peak","CENTS_PER_KWH",23,"TRUE",127,"2018-07-01","2018-09-01",1
566,"flat rate","flat rate",640.585,"Retail Supply Charge","Supply Charge","CENTS_PER_DAY",41,"TRUE",113,"2018-07-01","2022-07-01",1
567,"08:00:00 PM","11:59:59 PM",1.9851,"Energy Charge","STOU Off Peak","CENTS_PER_KWH",23,"TRUE",115,"2019-11-01","2020-03-01",1
568,"12:00:00 AM","03:59:59 PM",1.9851,"Energy Charge","STOU Off Peak","CENTS_PER_KWH",23,"TRUE",115,"2019-11-01","2020-03-01",1
569,"08:00:00 PM","11:59:59 PM",1.9851,"Energy Charge","STOU Off Peak","CENTS_PER_KWH",NULL,"TRUE",116,"2019-07-01","2019-11-01",1
